created_at,tweets,topic,frame,topic_justification,frame_justification,sentiment
2024-11-19 07:07:25+00:00,"Speaking at the inauguration of the 50th All India Police Science Conference in Gandhinagar, Gujarat.",Welfare & Social Schemes,Neutral,"Mentions ration, which signals the 'Welfare & Social Schemes' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-11-19 03:06:01+00:00,Warm birthday wishes to Union Minister @KirenRijiju Ji. Your drive to realize Modi Ji's vision has contributed to strengthening the roots of our democracy. May you always remain blessed with good health and continue to serve the nation with the same energy.,Law & Order / Corruption & Governance,Neutral,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.9393
2024-11-18 07:06:00+00:00,"No matter how hard a powerful ecosystem tries, it cannot keep the truth hidden in darkness forever. The film defies the ecosystem with unparalleled courage and exposes the truth behind the fateful episode to broad daylight.",Infrastructure & Transport,Neutral,"Mentions road, which signals the 'Infrastructure & Transport' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",-0.2321
2024-11-11 03:39:48+00:00,Warm birthday greetings to Nagaland Chief Minister @Neiphiu_Rio Ji. I pray to God for your continued good health to keep serving the people.,Healthcare & Public Health,Neutral,"Mentions health, which signals the 'Healthcare & Public Health' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.875
2024-11-27 02:39:33+00:00,Warm birthday greetings to Union Minister Shri @JoshiPralhad Ji. Your dedication to serving the people has accelerated the implementation of Modi Ji's food security program. I pray to the Almighty for your good health to keep serving the nation with equal zest.,Law & Order / Corruption & Governance,Neutral,"Mentions ed , security, which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.8834
2024-11-26 08:13:14+00:00,"Pursuing Modi Ji's vision, today let us all pledge to uphold the values of our Constitution. Join the 'Read the Preamble' pledge and renew your commitment to a united and democratic India. Visit:",Law & Order / Corruption & Governance,Neutral,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.8834
2024-11-25 13:16:17+00:00,The decision of the UN to celebrate the year 2025 as the 'International Year of Cooperatives' will prove to be a milestone in empowering farmers and women around the world.,Agriculture & Farmers,Making promises,"Mentions farmer, which signals the 'Agriculture & Farmers' domain. The tweet’s core content revolves around this policy area.","Future-tense commitment markers appear (e.g., 'will', 'guarantee', 'ensure'). The tweet frames the topic around pledged action.",0.5719
2024-11-25 10:46:07+00:00,"Under the leadership of Modi Ji, India is emerging as a 'Vishwamitra'' in the field of cooperation. PM Shri @narendramodi Ji is addressing the 2024 in New Delhi.",Welfare & Social Schemes,Neutral,"Mentions ration, which signals the 'Welfare & Social Schemes' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-11-25 06:47:19+00:00,"Bharat has revived its rich history of cooperatives to uplift the marginalized section. Today, PM Shri @narendramodi Ji's vision of 'Sahakar Se Samriddhi' is a mission statement for the world. Read my article in @timesofindia.",Law & Order / Corruption & Governance,Neutral,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.6808
2024-11-22 12:49:31+00:00,Met the team of 'The Sabarmati Report' and congratulated them for their courage to narrate the truth. The film exposes the lies and the misleading facts to unveil the truth that was suppressed for a long time to meet political interests.,Law & Order / Corruption & Governance,Neutral,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.4215
2024-11-21 15:42:19+00:00,RT @narendramodi: Addressing the Special Session of the Parliament of Guyana.,Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.4019
2024-11-20 17:06:32+00:00,Kudos to our women's hockey team on winning the Asian Champions Trophy. Your victory is not only our pride but also the inspiration for our new generations of sportspersons to shine even brighter.All my best wishes are with you for your future endeavors.,Welfare & Social Schemes,Neutral,"Mentions ration, which signals the 'Welfare & Social Schemes' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.9541
2024-12-07 12:48:12+00:00,RT @narendramodi: Addressing the Karyakar Suvarna Mahotsav being held in Ahmedabad.,Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-12-03 12:48:28+00:00,"PM Shri @narendramodi Ji explained that the core mantra of the Bharatiya Nyay Sanhita is ""Citizens First!"" This law is the protector of citizens' rights and is laying the foundation for ease of justice.",Law & Order / Corruption & Governance,Neutral,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.7345
2024-12-03 12:47:01+00:00,"Modi Ji explained that our Nyay Sanhita is strengthening the spirit of ""of the people, by the people, for the people,"" which is the foundation of democracy.",Law & Order / Corruption & Governance,Neutral,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.5994
2024-12-03 08:08:38+00:00,Hon'ble Prime Minister Shri @narendramodi Ji dedicating the three new criminal laws to the nation.,Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",-0.5267
2024-12-03 07:53:13+00:00,Modi Ji has created the world's most modern criminal justice system to build a secure and developed Bharat for all. Speaking at the program to dedicate three new criminal laws to the nation.,Law & Order / Corruption & Governance,Neutral,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",-0.0754
2024-12-19 05:34:53+00:00,Greetings to the people of Goa on Goa Liberation Day. It is a day that commemorates the indomitable sense of patriotism and freedom that paved the way for them to live as proud Indians. My solemn tributes to the great souls who made the supreme sacrifice in this movement.,Welfare & Social Schemes,Neutral,"Mentions free, ration, which signals the 'Welfare & Social Schemes' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.9552
2024-12-18 06:06:14+00:00,Warm birthday greetings to Civil Aviation Minister Shri @RamMNK Ji. Your dedicated efforts to carry out the Modi government's vision for the aviation sector will fulfil people's aspirations. May God bless you with a long and healthy life.,Welfare & Social Schemes,Making promises,"Mentions ration, which signals the 'Welfare & Social Schemes' domain. The tweet’s core content revolves around this policy area.","Future-tense commitment markers appear (e.g., 'will', 'guarantee', 'ensure'). The tweet frames the topic around pledged action.",0.936
2024-12-16 08:35:40+00:00,RT @narendramodi: Addressing the press meet with President @anuradisanayake of Sri Lanka.,Foreign Policy & National Security,Neutral,"Mentions sri lanka, which signals the 'Foreign Policy & National Security' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-12-10 10:55:59+00:00,"Deeply saddened by the demise of former Karnataka Chief Minister S.M. Krishna Ji. A dedicated and hardworking leader, Krishna Ji leaves behind the legacy of a seasoned administrator. My condolences to his bereaved family, friends, and well-wishers in this hour of grief. Om Shanti",Law & Order / Corruption & Governance,Neutral,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",-0.5984
2024-12-23 18:08:42+00:00,"The Modi govt wiped the tears of the Bru Reang community in Tripura by settling their lives away from violence and poverty. Yesterday, visited the colonies of the Bru-Reang community in Dhalai, Tripura and interacted with them.",Law & Order / Corruption & Governance,Neutral,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",-0.8519
2024-12-22 18:04:32+00:00,"Modi Ji's vision and sensitivity have shifted the focus of the nation to the development of the Northeast. Glimpses from the events of the NEC, North East Bankers' Conclave, and NESAC held in Agartala yesterday.",Infrastructure & Transport,Neutral,"Mentions development, which signals the 'Infrastructure & Transport' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.25
2024-12-22 16:18:46+00:00,"The communist govt led the cooperative sector in Tripura into losses by recruiting only cadres. After the BJP formed a govt in the state in 2018, the cooperatives turned profitable.",Law & Order / Corruption & Governance,Neutral,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0516
2024-12-22 11:48:34+00:00,"The Congress &amp; Communist governments that ruled Tripura for a long time, never saw the pains of the Bru Reang people; Modi Ji saw the pains of these people, understood them, and worked to resolve them.",Law & Order / Corruption & Governance,Neutral,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.7402
2024-12-22 11:48:04+00:00,"Modi govt settled 38,000 Bru Reang people who were living in deplorable conditions for 25 years.",Law & Order / Corruption & Governance,Neutral,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-12-21 18:12:43+00:00,"The SSB Jawans have lived up to their motto of service, security and brotherhood through their actions and sacrifices. Interacted with the personnel during the 61st Raising Day Parade of the @SSB_INDIA in Siliguri, West Bengal.",Law & Order / Corruption & Governance,Neutral,"Mentions ed , security, which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.34
2024-12-21 16:19:26+00:00,"Modi Ji has given emotional, economic and ecological boost to the NE.",Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.5106
2024-12-21 12:40:17+00:00,Modi govt is working to preserve the cultural heritage of the Northeast.,"Culture, Heritage & Sports",Neutral,"Mentions heritage, which signals the 'Culture, Heritage & Sports' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-12-21 12:38:50+00:00,The goal of a developed North-East will be achieved soon.,Law & Order / Corruption & Governance,Making promises,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","Future-tense commitment markers appear (e.g., 'will', 'guarantee', 'ensure'). The tweet frames the topic around pledged action.",0.0
2024-12-21 12:37:39+00:00,NEC is working to identify the needs and challenges of various regions in the NE and provide effective solutions. It is playing an important role in deciding the direction of development.,Infrastructure & Transport,Neutral,"Mentions development, port, which signals the 'Infrastructure & Transport' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.7717
2024-12-21 12:33:47+00:00,"The tribal &amp; linguistic diversities of the NE, which were once considered a weakness, have been transformed into strengths by Modi Ji, giving new momentum to the development of the region.",Law & Order / Corruption & Governance,Praising themselves,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","Contains self-referential achievement cues (e.g., 'we have', 'inaugurated', 'delivered'). The tone highlights own party/government performance.",0.3182
2024-12-21 12:33:25+00:00,"The Modi govt is pacing ahead to develop the Northeast with the mantra of 'Act East, Act Fast, and Act First'.",Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-12-21 10:35:27+00:00,"A robust ecosystem for commerce and industries is being built in the Northeast by strengthening the banking sector. Speaking at the North East Bankers' Conclave 2.0 in Agartala, Tripura.",Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.6808
2024-12-21 08:05:38+00:00,"Addressing the 72nd Plenary of the North Eastern Council (NEC) in Agartala, Tripura.",Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-10-10 08:46:54+00:00,"RT @AmitShah: Under Modi Ji's leadership, policies are being formulated to make India a pioneer in all sectors.",Law & Order / Corruption & Governance,Neutral,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-10-09 08:36:06+00:00,RT @cbawankule: LIVE: PM Modi lays foundation stone of various development projects in Maharashtra via VC,Infrastructure & Transport,Neutral,"Mentions development, which signals the 'Infrastructure & Transport' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-10-06 02:47:11+00:00,RT @BJP4India: India's forex swells to $700 billion for the first time!,Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-10-01 07:20:00+00:00,"RT @BJP4India: PM Shri @narendramodi's remarks during the joint press meet with PM of Jamaica, Andrew Holness.",Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-11-19 17:07:34+00:00,RT @BJP4India: BJP National Spokesperson Dr @SudhanshuTrived addresses a press conference in New Delhi.,Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-11-18 13:16:14+00:00,RT @BJP4India: PM Shri @narendramodi arrives for the G20 Summit in Rio de Janeiro.,Foreign Policy & National Security,Neutral,"Mentions g20, which signals the 'Foreign Policy & National Security' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-11-18 07:48:43+00:00,"RT @BJP4India: BJP National President Shri @JPNadda addresses public meeting in Belapur, Maharashtra.",Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-11-18 06:29:22+00:00,"RT @BJP4India: Vote For BJP-Mahayuti, vote for prosperity in Maharashtra!",Elections & Campaigning,Neutral,"Mentions vote, which signals the 'Elections & Campaigning' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-11-17 15:06:19+00:00,RT @narendramodi: Our Indian diaspora has succeeded globally and this makes us all very proud.,Law & Order / Corruption & Governance,Neutral,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.7346
2024-11-16 05:06:52+00:00,RT @BJP4India: PM Shri @narendramodi addresses Hindustan Times Leadership Summit.,Identity / Religion / Caste & Reservation,Neutral,"Mentions hindu, which signals the 'Identity / Religion / Caste & Reservation' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-11-15 10:02:27+00:00,"RT @BJP4India: HM Shri @AmitShah addresses public meeting in Umarkhed, Maharashtra.",Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-11-12 13:46:30+00:00,RT @narendramodi: Coming to Pune is always special! The energy here is unmatched. Addressing a massive rally.,Elections & Campaigning,Neutral,"Mentions rally, which signals the 'Elections & Campaigning' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.5848
2024-11-12 13:27:45+00:00,RT @narendramodi: A special welcome in Solapur. Thankful to the people for their affection.,Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.9153
2024-11-12 02:32:00+00:00,"Terror has no place in Maharashtra. With NDA, peace reigns and progress thrives.",Law & Order / Corruption & Governance,Neutral,"Mentions terror, which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.1779
2024-10-18 15:11:46+00:00,RT @BJP4India: India's currency is gaining international recognition and influence!,Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.4753
2024-10-12 13:50:43+00:00,RT @BJP4India: LIVE: PM Shri @narendramodi attends Dussehra celebrations in New Delhi.,Welfare & Social Schemes,Neutral,"Mentions ration, which signals the 'Welfare & Social Schemes' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-10-11 17:32:00+00:00,"""Art isn't just what you see; it is a vision that was brought to life.""",Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.25
2024-10-11 06:03:51+00:00,RT @BJP4India: Prime Minister Shri @narendramodi attends the East Asia Summit in Laos.,Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-11-28 12:53:15+00:00,RT @BJP4India: India's rich cultural heritage is leaving a lasting legacy globally...,"Culture, Heritage & Sports",Neutral,"Mentions heritage, which signals the 'Culture, Heritage & Sports' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.5574
2024-11-27 11:11:25+00:00,"RT @BJP4India: BJP National Spokesperson Dr. @sambitswaraj addresses press conference at BJP HQ, New Delhi.",Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-11-23 15:42:32+00:00,"RT @JPNadda: During the victory celebrations at BJP HQ, New Delhi.",Welfare & Social Schemes,Neutral,"Mentions ration, which signals the 'Welfare & Social Schemes' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-11-23 14:37:39+00:00,RT @BJP4India: LIVE: Victory celebrations at BJP headquarters in New Delhi.,Welfare & Social Schemes,Neutral,"Mentions ration, which signals the 'Welfare & Social Schemes' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-11-21 14:33:49+00:00,RT @narendramodi: Addressing the Special Session of the Parliament of Guyana.,Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.4019
2024-10-21 07:03:17+00:00,RT @BJP4India: Indian aviation sector is taking off with the UDAN scheme!,Welfare & Social Schemes,Neutral,"Mentions scheme, which signals the 'Welfare & Social Schemes' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-12-10 05:50:49+00:00,"RT @BJP4India: Puppetry, in its best form... Rahul-Soros Ek Hain!",Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.6696
2024-12-09 07:55:36+00:00,RT @BJP4India: PM Shri @narendramodi addresses a programme organised by Ramakrishna Math in Ahmedabad.,Law & Order / Corruption & Governance,Neutral,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-12-08 14:30:00+00:00,Tailormade watchlists: Decades of chaos vs Dawn of New India.,Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",-0.5719
2024-11-09 08:02:59+00:00,Declaration by Shri Shyam Ramcharan Khode candidate of Vidhansabha in format C-7,Welfare & Social Schemes,Neutral,"Mentions ration, which signals the 'Welfare & Social Schemes' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-11-09 07:03:07+00:00,RT @narendramodi: Unparalleled energy at the rally in Akola! Maharashtra stands firmly with the NDA.,Law & Order / Corruption & Governance,Neutral,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.3382
2024-11-05 07:02:38+00:00,Declaration by Archana Shailesh Patil candidate of Vidhansabha in format C-7,Welfare & Social Schemes,Neutral,"Mentions ration, which signals the 'Welfare & Social Schemes' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-11-01 05:27:24+00:00,RT @narendramodi: A memorable Diwali with our security personnel in a remote and inhospitable area in Kutch!,Law & Order / Corruption & Governance,Neutral,"Mentions security, which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.4003
2024-11-01 05:26:20+00:00,Declaration by Shri Milind Pandurang Mane candidate of Vidhansabha in format C-7,Welfare & Social Schemes,Neutral,"Mentions ration, which signals the 'Welfare & Social Schemes' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-10-31 10:14:04+00:00,"RT @narendramodi: Celebrating Diwali with our brave Jawans in Kutch, Gujarat.",Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.7964
2024-10-31 04:46:07+00:00,Declaration by Shri Ramesh Kashiram Karad candidate of Vidhansabha in format C-7,Welfare & Social Schemes,Neutral,"Mentions ration, which signals the 'Welfare & Social Schemes' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-10-31 04:45:45+00:00,Declaration by Pratibha Babanrao Pachpute candidate of Vidhansabha in format C-7,Welfare & Social Schemes,Neutral,"Mentions ration, which signals the 'Welfare & Social Schemes' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-10-31 04:45:21+00:00,Declaration by Shri Sangram Sampatrao Deshmukh candidate of Vidhansabha in format C-7,Welfare & Social Schemes,Neutral,"Mentions ration, which signals the 'Welfare & Social Schemes' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-10-31 04:45:05+00:00,Declaration by Shri Mahesh Kisan Landge candidate of Vidhansabha in format C-7,Welfare & Social Schemes,Neutral,"Mentions ration, which signals the 'Welfare & Social Schemes' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-10-31 04:44:49+00:00,Declaration by Shri Sanjay Mukund Kelkar candidate of Vidhansabha in format C-7,Welfare & Social Schemes,Neutral,"Mentions ration, which signals the 'Welfare & Social Schemes' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-10-31 04:44:33+00:00,Declaration by Shri Ram Vitthal Satpute candidate of Vidhansabha in format C-7,Welfare & Social Schemes,Neutral,"Mentions ration, which signals the 'Welfare & Social Schemes' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-10-31 04:44:19+00:00,Declaration by Shri Umesh Atmaramji Yawalkar candidate of Vidhansabha in format C-7,Welfare & Social Schemes,Neutral,"Mentions ration, which signals the 'Welfare & Social Schemes' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-12-17 05:49:11+00:00,RT @BJP4India: BJP National President and Union Minister Shri @JPNadda is speaking in the Rajya Sabha.,Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-12-16 13:46:24+00:00,RT @narendramodi: India-Sri Lanka ties will keep getting stronger! @anuradisanayake,Foreign Policy & National Security,Making promises,"Mentions sri lanka, which signals the 'Foreign Policy & National Security' domain. The tweet’s core content revolves around this policy area.","Future-tense commitment markers appear (e.g., 'will', 'guarantee', 'ensure'). The tweet frames the topic around pledged action.",0.4389
2024-12-16 08:31:23+00:00,RT @narendramodi: Addressing the press meet with President @anuradisanayake of Sri Lanka.,Foreign Policy & National Security,Neutral,"Mentions sri lanka, which signals the 'Foreign Policy & National Security' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-12-14 16:09:23+00:00,RT @BJP4India: Watch HM Shri @AmitShah on Agenda Aaj Tak.,Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
